alias,normalized_alias,entity_id,ambiguity_count,resolution_status
五种法身,五种法身,ent_e93c815c880b,1,unique_alias
五種法身,五种法身,ent_e93c815c880b,1,unique_alias
五种涅槃,五种涅槃,ent_cb2d42015200,1,unique_alias
五種涅槃,五种涅槃,ent_cb2d42015200,1,unique_alias
五种灌顶,五种灌顶,ent_1d5609ab86c2,1,unique_alias
五種灌頂,五种灌顶,ent_1d5609ab86c2,1,unique_alias
五种甚深,五种甚深,ent_bb7c9609ed63,1,unique_alias
五種甚深,五种甚深,ent_bb7c9609ed63,1,unique_alias
五种真言,五种真言,ent_eba55260db55,1,unique_alias
五種真言,五种真言,ent_eba55260db55,1,unique_alias
五种神分,五种神分,ent_d3ee5b05638e,1,unique_alias
五種神分,五种神分,ent_d3ee5b05638e,1,unique_alias
五种禅,五种禅,ent_6208f22e86b2,1,unique_alias
五種禪,五种禅,ent_6208f22e86b2,1,unique_alias
五种结界,五种结界,ent_9342d0d0f060,1,unique_alias
五種結界,五种结界,ent_9342d0d0f060,1,unique_alias
五种自在,五种自在,ent_006a843a087c,1,unique_alias
五種自在,五种自在,ent_006a843a087c,1,unique_alias
五种般,五种般,ent_7f0c3e2ffa18,1,unique_alias
五種般,五种般,ent_7f0c3e2ffa18,1,unique_alias
五种般若,五种般若,ent_fecadc83b57f,1,unique_alias
五種般若,五种般若,ent_fecadc83b57f,1,unique_alias
五种色法,五种色法,ent_f6cee98abe78,1,unique_alias
五種色法,五种色法,ent_f6cee98abe78,1,unique_alias
五种菩提,五种菩提,ent_78caddd51143,1,unique_alias
五種菩提,五种菩提,ent_78caddd51143,1,unique_alias
五种藏,五种藏,ent_ea613d76b6c6,1,unique_alias
五種藏,五种藏,ent_ea613d76b6c6,1,unique_alias
五种行,五种行,ent_3d8e2819d2ad,1,unique_alias
五種行,五种行,ent_3d8e2819d2ad,1,unique_alias
五种衲衣,五种衲衣,ent_91aa22169f3b,1,unique_alias
五種衲衣,五种衲衣,ent_91aa22169f3b,1,unique_alias
五种言说,五种言说,ent_39a9e9191866,1,unique_alias
五種言說,五种言说,ent_39a9e9191866,1,unique_alias
五种说人,五种说人,ent_273b4d678742,1,unique_alias
五種說人,五种说人,ent_273b4d678742,1,unique_alias
五种轻重事,五种轻重事,ent_449d1dc06fdb,1,unique_alias
五種輕重事,五种轻重事,ent_449d1dc06fdb,1,unique_alias
五种通经,五种通经,ent_9c58f93ccaf7,1,unique_alias
五種通經,五种通经,ent_9c58f93ccaf7,1,unique_alias
五种那含,五种那含,ent_7c51b17a1dc2,1,unique_alias
五種那含,五种那含,ent_7c51b17a1dc2,1,unique_alias
五种邪命,五种邪命,ent_e66f3efbb16a,1,unique_alias
五種邪命,五种邪命,ent_e66f3efbb16a,1,unique_alias
五种铃,五种铃,ent_1e4dca1a4d16,1,unique_alias
五種鈴,五种铃,ent_1e4dca1a4d16,1,unique_alias
五种问难,五种问难,ent_a4c6f4f615fb,1,unique_alias
五種問難,五种问难,ent_a4c6f4f615fb,1,unique_alias
五种阿那含,五种阿那含,ent_9357cbefb2ed,1,unique_alias
五種阿那含,五种阿那含,ent_9357cbefb2ed,1,unique_alias
五种阿阇梨,五种阿阇梨,ent_63e186d8f27c,1,unique_alias
五種阿闍梨,五种阿阇梨,ent_63e186d8f27c,1,unique_alias
五种陀罗尼,五种陀罗尼,ent_46fe48b84d4a,1,unique_alias
五種陀羅尼,五种陀罗尼,ent_46fe48b84d4a,1,unique_alias
五种魔,五种魔,ent_f5fa9cc0886b,1,unique_alias
五種魔,五种魔,ent_f5fa9cc0886b,1,unique_alias
五秘,五秘,ent_fa4fc4c510fe,1,unique_alias
五秘密,五秘密,ent_fedaa6c74025,1,unique_alias
五秘密仪轨,五秘密仪轨,ent_70886f03a34c,1,unique_alias
五秘密儀軌,五秘密仪轨,ent_70886f03a34c,1,unique_alias
五秘密曼荼罗,五秘密曼荼罗,ent_dac5b69190d1,1,unique_alias
五秘密曼荼羅,五秘密曼荼罗,ent_dac5b69190d1,1,unique_alias
五箭,五箭,ent_078cf16d93ce,1,unique_alias
五类声,五类声,ent_ee1a812aa83f,1,unique_alias
五類聲,五类声,ent_ee1a812aa83f,1,unique_alias
五类天,五类天,ent_cfd008618820,1,unique_alias
五類天,五类天,ent_cfd008618820,1,unique_alias
五类说法,五类说法,ent_3c706f7aec98,1,unique_alias
五類說法,五类说法,ent_3c706f7aec98,1,unique_alias
五类龙王,五类龙王,ent_4b5f1b413808,1,unique_alias
五類龍王,五类龙王,ent_4b5f1b413808,1,unique_alias
五精舍,五精舍,ent_2acf97901378,1,unique_alias
五納衣,五纳衣,ent_19fe275f5748,1,unique_alias
五纳衣,五纳衣,ent_19fe275f5748,1,unique_alias
五結樂子,五结乐子,ent_cec1fd25eab5,1,unique_alias
五结乐子,五结乐子,ent_cec1fd25eab5,1,unique_alias
五綴缽,五缀钵,ent_e92f081da834,1,unique_alias
五缀钵,五缀钵,ent_e92f081da834,1,unique_alias
五翳,五翳,ent_3e61ab5adb9c,1,unique_alias
五股印,五股印,ent_840c0a2027c4,1,unique_alias
五股杵,五股杵,ent_ac4805ac80f3,1,unique_alias
五股金刚,五股金刚,ent_4d25101a624f,1,unique_alias
五股金剛,五股金刚,ent_4d25101a624f,1,unique_alias
五脏病相,五脏病相,ent_3c270fb306ef,1,unique_alias
五臟病相,五脏病相,ent_3c270fb306ef,1,unique_alias
五脏脉相,五脏脉相,ent_ff3c3961431b,1,unique_alias
五臟脈相,五脏脉相,ent_ff3c3961431b,1,unique_alias
五色云,五色云,ent_d86d8e721664,1,unique_alias
五色雲,五色云,ent_d86d8e721664,1,unique_alias
五色光,五色光,ent_0f847fc4d0ad,1,unique_alias
五色列次,五色列次,ent_a1f14ee1e577,1,unique_alias
五色旛,五色旛,ent_45bad809d904,1,unique_alias
五色水,五色水,ent_36763bd41db5,1,unique_alias
五色界道,五色界道,ent_a2cd99c82f6e,1,unique_alias
五色粉,五色粉,ent_0dac5501088f,1,unique_alias
五色線,五色线,ent_ca97a699abef,1,unique_alias
五色线,五色线,ent_ca97a699abef,1,unique_alias
五色縷,五色缕,ent_7f1774995512,1,unique_alias
五色缕,五色缕,ent_7f1774995512,1,unique_alias
五色鹿,五色鹿,ent_f3f5cbb30051,1,unique_alias
五苦章句經,五苦章句经,ent_694da1d1ee9e,1,unique_alias
五苦章句经,五苦章句经,ent_694da1d1ee9e,1,unique_alias
五茎莲华,五茎莲华,ent_653db7c8f479,1,unique_alias
五莖蓮華,五茎莲华,ent_653db7c8f479,1,unique_alias
五菩提,五菩提,ent_4c0fb6bfb0a1,1,unique_alias
五葬,五葬,ent_54d22fa51097,1,unique_alias
五蕴,五蕴,ent_690b8c155da4,1,unique_alias
五蘊,五蕴,ent_690b8c155da4,1,unique_alias
五蕴世间,五蕴世间,ent_ebf764cc6836,1,unique_alias
五蘊世間,五蕴世间,ent_ebf764cc6836,1,unique_alias
五蕴宅,五蕴宅,ent_d2572ea2a518,1,unique_alias
五蘊宅,五蕴宅,ent_d2572ea2a518,1,unique_alias
五蕴皆空,五蕴皆空,ent_fbc6e05ae244,1,unique_alias
五蘊皆空,五蕴皆空,ent_fbc6e05ae244,1,unique_alias
五蕴皆空经,五蕴皆空经,ent_11009dc6f5d0,1,unique_alias
五蘊皆空經,五蕴皆空经,ent_11009dc6f5d0,1,unique_alias
五蕴譬喻经,五蕴譬喻经,ent_e2664dee052b,1,unique_alias
五蘊譬喻經,五蕴譬喻经,ent_e2664dee052b,1,unique_alias
五蕴论,五蕴论,ent_b17a6f0b7fbc,1,unique_alias
五蘊論,五蕴论,ent_b17a6f0b7fbc,1,unique_alias
五蕴魔,五蕴魔,ent_43680bb57908,1,unique_alias
五蘊魔,五蕴魔,ent_43680bb57908,1,unique_alias
五藏,五藏,ent_8bf3772137b9,1,unique_alias
五藏三摩地觀,五藏三摩地观,ent_fc197d836f3f,1,unique_alias
五藏三摩地观,五藏三摩地观,ent_fc197d836f3f,1,unique_alias
五衍,五衍,ent_e3a6fa49effb,1,unique_alias
五衣,五衣,ent_55d50635f2e5,1,unique_alias
五解脫輪,五解脱轮,ent_ee4ce9e175c7,1,unique_alias
五解脱轮,五解脱轮,ent_ee4ce9e175c7,1,unique_alias
五論,五论,ent_b31b920cc3aa,1,unique_alias
五论,五论,ent_b31b920cc3aa,1,unique_alias
五論十支,五论十支,ent_2f10dae5a157,1,unique_alias
五论十支,五论十支,ent_2f10dae5a157,1,unique_alias
五說,五说,ent_9902f401a184,1,unique_alias
五说,五说,ent_9902f401a184,1,unique_alias
五調子,五调子,ent_b5176a9265ec,1,unique_alias
五调子,五调子,ent_b5176a9265ec,1,unique_alias
五諦,五谛,ent_be6832e2df55,1,unique_alias
五谛,五谛,ent_be6832e2df55,1,unique_alias
五趣杂居地,五趣杂居地,ent_1d438a7bb6bb,1,unique_alias
五趣雜居地,五趣杂居地,ent_1d438a7bb6bb,1,unique_alias
五趣生死輪,五趣生死轮,ent_ba9355e3a15a,1,unique_alias
五趣生死轮,五趣生死轮,ent_ba9355e3a15a,1,unique_alias
五身,五身,ent_f4533ce46034,1,unique_alias
五轉與四重圓壇,五转与四重圆坛,ent_e81ff8babc79,1,unique_alias
五转与四重圆坛,五转与四重圆坛,ent_e81ff8babc79,1,unique_alias
五轉成身,五转成身,ent_66fc22456264,1,unique_alias
五转成身,五转成身,ent_66fc22456264,1,unique_alias
五轉色,五转色,ent_bcc5b5bfadef,1,unique_alias
五转色,五转色,ent_bcc5b5bfadef,1,unique_alias
五輪三摩地,五轮三摩地,ent_79323f8ab7f8,1,unique_alias
五轮三摩地,五轮三摩地,ent_79323f8ab7f8,1,unique_alias
五輪六大,五轮六大,ent_a36a7333eca5,1,unique_alias
五轮六大,五轮六大,ent_a36a7333eca5,1,unique_alias
五輪塔,五轮塔,ent_950c6d78ec9a,1,unique_alias
五轮塔,五轮塔,ent_950c6d78ec9a,1,unique_alias
五輪塔婆,五轮塔婆,ent_150cc8c3a7e3,1,unique_alias
五轮塔婆,五轮塔婆,ent_150cc8c3a7e3,1,unique_alias
五輪字,五轮字,ent_a51fd16230a4,1,unique_alias
五轮字,五轮字,ent_a51fd16230a4,1,unique_alias
五輪成身,五轮成身,ent_e7a9e184405e,1,unique_alias
五轮成身,五轮成身,ent_e7a9e184405e,1,unique_alias
五輪率都婆,五轮率都婆,ent_56c7cb207b42,1,unique_alias
五轮率都婆,五轮率都婆,ent_56c7cb207b42,1,unique_alias
五輪觀,五轮观,ent_bc1832b077d0,1,unique_alias
五轮观,五轮观,ent_bc1832b077d0,1,unique_alias
五輪際,五轮际,ent_7015a94ef5b6,1,unique_alias
五轮际,五轮际,ent_7015a94ef5b6,1,unique_alias
五边,五边,ent_744dc8ec6da0,1,unique_alias
五邊,五边,ent_744dc8ec6da0,1,unique_alias
五逆經,五逆经,ent_b162a3ccee56,1,unique_alias
五逆经,五逆经,ent_b162a3ccee56,1,unique_alias
五逆罪,五逆罪,ent_1a8c034260be,1,unique_alias
五逆輕重,五逆轻重,ent_b6c3780a60eb,1,unique_alias
五逆轻重,五逆轻重,ent_b6c3780a60eb,1,unique_alias
五通仙,五通仙,ent_4089b9c8d1c8,1,unique_alias
五通神,五通神,ent_3595181d037c,1,unique_alias
五通菩萨,五通菩萨,ent_319242f630b4,1,unique_alias
五通菩薩,五通菩萨,ent_319242f630b4,1,unique_alias
五遍行,五遍行,ent_4f1f1a83c8c1,1,unique_alias
五道六道,五道六道,ent_7d00329f1bbe,1,unique_alias
五道冥官,五道冥官,ent_bb5c04218d98,1,unique_alias
五道受生經,五道受生经,ent_9db9f5f233f8,1,unique_alias
五道受生经,五道受生经,ent_9db9f5f233f8,1,unique_alias
五道将军,五道将军,ent_d0fbf5d9bb9b,1,unique_alias
五道將軍,五道将军,ent_d0fbf5d9bb9b,1,unique_alias
五道轉輪王,五道转轮王,ent_5f4aeb89c2d4,1,unique_alias
五道转轮王,五道转轮王,ent_5f4aeb89c2d4,1,unique_alias
五道轉輪經,五道转轮经,ent_b3d1897f1874,1,unique_alias
五道转轮经,五道转轮经,ent_b3d1897f1874,1,unique_alias
五那含天,五那含天,ent_cdf6fa10dbe8,1,unique_alias
五邪命,五邪命,ent_8a17a3e7a85c,1,unique_alias
五部不动形像,五部不动形像,ent_2b062729511f,1,unique_alias
五部不動形像,五部不动形像,ent_2b062729511f,1,unique_alias
五部九卷,五部九卷,ent_d6d07330ae93,1,unique_alias
五部净居炎摩罗,五部净居炎摩罗,ent_7a32db893793,1,unique_alias
五部淨居炎摩羅,五部净居炎摩罗,ent_7a32db893793,1,unique_alias
五部合断,五部合断,ent_4e7e7e3907d6,1,unique_alias
五部合斷,五部合断,ent_4e7e7e3907d6,1,unique_alias
五部大乘經,五部大乘经,ent_51cb2e7babee,1,unique_alias
五部大乘经,五部大乘经,ent_51cb2e7babee,1,unique_alias
五部大疏,五部大疏,ent_4172510f6d94,1,unique_alias
五部大論,五部大论,ent_6f987dadf48c,1,unique_alias
五部大论,五部大论,ent_6f987dadf48c,1,unique_alias
五部尊法,五部尊法,ent_b2eac61aaf36,1,unique_alias
五部座,五部座,ent_3a629d1ad734,1,unique_alias
五部律,五部律,ent_bd39b8bbb6aa,1,unique_alias
五部念珠,五部念珠,ent_7293edecd7cf,1,unique_alias
五部忿怒,五部忿怒,ent_3a5297a01256,1,unique_alias
五部总持,五部总持,ent_6e22b92cae92,1,unique_alias
五部總持,五部总持,ent_6e22b92cae92,1,unique_alias
五部惑,五部惑,ent_8670a48f1aac,1,unique_alias
五部护摩,五部护摩,ent_2e0eeba7803f,1,unique_alias
五部護摩,五部护摩,ent_2e0eeba7803f,1,unique_alias
五部教主,五部教主,ent_003c3df7adab,1,unique_alias
五部母,五部母,ent_100a2b9a5ca4,1,unique_alias
五部法,五部法,ent_708a259dd99b,1,unique_alias
五部海会,五部海会,ent_d1e484035776,1,unique_alias
五部海會,五部海会,ent_d1e484035776,1,unique_alias
五部灌頂,五部灌顶,ent_98829d69b639,1,unique_alias
五部灌顶,五部灌顶,ent_98829d69b639,1,unique_alias
五部相应数珠,五部相应数珠,ent_3eeb8abf7d29,1,unique_alias
五部相應數珠,五部相应数珠,ent_3eeb8abf7d29,1,unique_alias
五部禅经,五部禅经,ent_9a36fce25c09,1,unique_alias
五部禪經,五部禅经,ent_9a36fce25c09,1,unique_alias
五部秘經,五部秘经,ent_395ebf1e7d1f,1,unique_alias
五部秘经,五部秘经,ent_395ebf1e7d1f,1,unique_alias
五部秘藏,五部秘藏,ent_3c83dfb741a7,1,unique_alias
五部般若,五部般若,ent_dc2c8eb95ff2,1,unique_alias
五部色,五部色,ent_8750f744dc0b,1,unique_alias
五部苏悉地法王,五部苏悉地法王,ent_b063e0fc6610,1,unique_alias
五部蘇悉地法王,五部苏悉地法王,ent_b063e0fc6610,1,unique_alias
五部部主 五部法王,五部部主五部法王,ent_124d24333910,1,unique_alias
五部陀罗尼藏,五部陀罗尼藏,ent_f06bbf4e7953,1,unique_alias
五部陀羅尼藏,五部陀罗尼藏,ent_f06bbf4e7953,1,unique_alias
五重世界,五重世界,ent_e0fbb4dda0cd,1,unique_alias
五重云,五重云,ent_f29913f5b399,1,unique_alias
五重雲,五重云,ent_f29913f5b399,1,unique_alias
五重唯識,五重唯识,ent_64b8a812c0e5,1,unique_alias
五重唯识,五重唯识,ent_64b8a812c0e5,1,unique_alias
五重塔,五重塔,ent_a4c40ff6b62a,1,unique_alias
五重塔婆,五重塔婆,ent_a83663dede9f,1,unique_alias
五重玄义,五重玄义,ent_4665e612b462,1,unique_alias
五重玄義,五重玄义,ent_4665e612b462,1,unique_alias
五重相传,五重相传,ent_4bea281775bd,1,unique_alias
五重相傳,五重相传,ent_4bea281775bd,1,unique_alias
五鈍使,五钝使,ent_230874778de9,1,unique_alias
五钝使,五钝使,ent_230874778de9,1,unique_alias
五鈷金剛杵,五钴金刚杵,ent_50c4b37be2ef,1,unique_alias
五钴金刚杵,五钴金刚杵,ent_50c4b37be2ef,1,unique_alias
五鈷鈴,五钴铃,ent_7e2cddd891bd,1,unique_alias
五钴铃,五钴铃,ent_7e2cddd891bd,1,unique_alias
五門禪,五门禅,ent_4a5c32f89d49,1,unique_alias
五门禅,五门禅,ent_4a5c32f89d49,1,unique_alias
五門禪經要用法,五门禅经要用法,ent_771c545d606a,1,unique_alias
五门禅经要用法,五门禅经要用法,ent_771c545d606a,1,unique_alias
五問十題,五问十题,ent_52eea097ad84,1,unique_alias
五问十题,五问十题,ent_52eea097ad84,1,unique_alias
五間色,五间色,ent_321cac16e0e9,1,unique_alias
五间色,五间色,ent_321cac16e0e9,1,unique_alias
五闡提羅,五阐提罗,ent_395a5ad3b9f5,1,unique_alias
五阐提罗,五阐提罗,ent_395a5ad3b9f5,1,unique_alias
五阴世间,五阴世间,ent_323fd29229ad,1,unique_alias
五陰世間,五阴世间,ent_323fd29229ad,1,unique_alias
五阴喻经,五阴喻经,ent_389c865efa96,1,unique_alias
五陰喻經,五阴喻经,ent_389c865efa96,1,unique_alias
五阴盛苦,五阴盛苦,ent_3725a0fc235c,1,unique_alias
五陰盛苦,五阴盛苦,ent_3725a0fc235c,1,unique_alias
五阴魔,五阴魔,ent_3e2f772915a4,1,unique_alias
五陰魔,五阴魔,ent_3e2f772915a4,1,unique_alias
五阿含,五阿含,ent_afbf9f0b18bd,1,unique_alias
五阿笈摩,五阿笈摩,ent_c4dcd2aeb3da,1,unique_alias
五障三从,五障三从,ent_e409c256a085,1,unique_alias
五障三從,五障三从,ent_e409c256a085,1,unique_alias
五頂山,五顶山,ent_dd195a5dd20a,1,unique_alias
五顶山,五顶山,ent_dd195a5dd20a,1,unique_alias
五頂輪王,五顶轮王,ent_a72ca5cb2c11,1,unique_alias
五顶轮王,五顶轮王,ent_a72ca5cb2c11,1,unique_alias
五食,五食,ent_4041651e082d,1,unique_alias
五香,五香,ent_6202bf015e03,1,unique_alias
五髻冠,五髻冠,ent_6465bab6a24f,1,unique_alias
五髻文殊,五髻文殊,ent_465634a80f1f,1,unique_alias
五魔,五魔,ent_55211e6a1985,1,unique_alias
井中捞月,井中捞月,ent_5c2735dd5fcf,1,unique_alias
井中撈月,井中捞月,ent_5c2735dd5fcf,1,unique_alias
井华,井华,ent_93be649a06b4,1,unique_alias
井華,井华,ent_93be649a06b4,1,unique_alias
井河,井河,ent_0afd186f67d2,1,unique_alias
井驢,井驴,ent_8221f7cf6f07,1,unique_alias
井驴,井驴,ent_8221f7cf6f07,1,unique_alias
亞松森佛光人,亚松森佛光人,ent_0f088fcc3b93,1,unique_alias
亞洲,亚洲,ent_52c739f7d876,1,unique_alias
些吉,些吉,ent_e92af62dc3f5,1,unique_alias
亟縛屣,亟缚屣,ent_73ffb98dff9e,1,unique_alias
亟缚屣,亟缚屣,ent_73ffb98dff9e,1,unique_alias
亡五众物,亡五众物,ent_655e42be9596,1,unique_alias
亡五眾物,亡五众物,ent_655e42be9596,1,unique_alias
亡智,亡智,ent_d50a2b81db1e,1,unique_alias
交堂,交堂,ent_88a4388082e6,1,unique_alias
亦有亦无句,亦有亦无句,ent_7a40aec3c5c3,1,unique_alias
亦有亦無句,亦有亦无句,ent_7a40aec3c5c3,1,unique_alias
亦有亦空門,亦有亦空门,ent_6d132612e986,1,unique_alias
亦有亦空门,亦有亦空门,ent_6d132612e986,1,unique_alias
享堂,享堂,ent_e50a4307d1f8,1,unique_alias
亲友七法,亲友七法,ent_54abbade64fb,1,unique_alias
親友七法,亲友七法,ent_54abbade64fb,1,unique_alias
亲教,亲教,ent_0e5c09e3c80c,1,unique_alias
親教,亲教,ent_0e5c09e3c80c,1,unique_alias
亲教师,亲教师,ent_dc76350c4f5c,1,unique_alias
親教師,亲教师,ent_dc76350c4f5c,1,unique_alias
亲迷惑,亲迷惑,ent_fc9ab99d2207,1,unique_alias
親迷惑,亲迷惑,ent_fc9ab99d2207,1,unique_alias
親鸞,亲鸾,ent_b208816c30fe,1,unique_alias
人中三恶,人中三恶,ent_29cad8795897,1,unique_alias
人中三惡,人中三恶,ent_29cad8795897,1,unique_alias
人中分陀利华,人中分陀利华,ent_3d9da43d50f3,1,unique_alias
人中分陀利華,人中分陀利华,ent_3d9da43d50f3,1,unique_alias
人中尊,人中尊,ent_c5e494231c37,1,unique_alias
人中师子,人中师子,ent_563e2405108a,1,unique_alias
人中師子,人中师子,ent_563e2405108a,1,unique_alias
人中树,人中树,ent_282ecb0ad647,1,unique_alias
人中樹,人中树,ent_282ecb0ad647,1,unique_alias
人中牛王,人中牛王,ent_513ffaa5647c,1,unique_alias
人人本具,人人本具,ent_6b55940846bc,1,unique_alias
人仙經,人仙经,ent_1e3f117d8659,1,unique_alias
人仙经,人仙经,ent_1e3f117d8659,1,unique_alias
人华,人华,ent_18aea3533742,1,unique_alias
人華,人华,ent_18aea3533742,1,unique_alias
人吉遮,人吉遮,ent_4acb7e244c39,1,unique_alias
人命不停,人命不停,ent_56bbadef183e,1,unique_alias
人命第一,人命第一,ent_2e1025420721,1,unique_alias
人四依,人四依,ent_03ce2d11b164,1,unique_alias
人天乘,人天乘,ent_345a3968cb04,1,unique_alias
人天教,人天教,ent_c8e4b0beddfd,1,unique_alias
人天眼目,人天眼目,ent_f2b5d31c39aa,1,unique_alias
人天勝妙善果,人天胜妙善果,ent_967e2a21aad4,1,unique_alias
人天胜妙善果,人天胜妙善果,ent_967e2a21aad4,1,unique_alias
人天致敬愿,人天致敬愿,ent_469072fc4911,1,unique_alias
人天致敬願,人天致敬愿,ent_469072fc4911,1,unique_alias
人头幢,人头幢,ent_fbade4740124,1,unique_alias
人頭幢,人头幢,ent_fbade4740124,1,unique_alias
人师子,人师子,ent_5f99f750264d,1,unique_alias
人師子,人师子,ent_5f99f750264d,1,unique_alias
人心,人心,ent_09a6a4d50917,1,unique_alias
人性本善,人性本善,ent_32fba9d6876a,1,unique_alias
人我,人我,ent_e0b734c12d0d,1,unique_alias
人我平等制度,人我平等制度,ent_7c5bec1a1e11,1,unique_alias
人无我智,人无我智,ent_bf071e39fe19,1,unique_alias
人無我智,人无我智,ent_bf071e39fe19,1,unique_alias
人民,人民,ent_c6c4913ca1ec,1,unique_alias
人民東方出版社,人民东方出版社,ent_00b030c2572e,1,unique_alias
人牛俱妄,人牛俱妄,ent_d87a218aa210,1,unique_alias
人生,人生,ent_a826040bc660,1,unique_alias
《人生》月刊,人生月刊,ent_6cb9e618bac4,1,unique_alias
人生雜誌,人生雜誌,ent_37d5a7356314,1,unique_alias
人界,人界,ent_2b47326e9596,1,unique_alias
人空,人空,ent_6fc15c3efa50,1,unique_alias
人空觀,人空观,ent_5d206ff7771e,1,unique_alias
人空观,人空观,ent_5d206ff7771e,1,unique_alias
人類,人类,ent_b0a643a25c5d,1,unique_alias
人药王子,人药王子,ent_b75bf94afbcb,1,unique_alias
人藥王子,人药王子,ent_b75bf94afbcb,1,unique_alias
人莽娑,人莽娑,ent_f9f678142aa3,1,unique_alias
人記品,人记品,ent_7a4c447e903d,1,unique_alias
人记品,人记品,ent_7a4c447e903d,1,unique_alias
人身牛,人身牛,ent_b8c2e2582c26,1,unique_alias
人間佛教回傳印度,人間佛教回傳印度,ent_14fc6e954626,1,unique_alias
人間慧用,人間慧用,ent_5082725ac667,1,unique_alias
人間法教的教義內容,人間法教的教義內容,ent_f1b25afb2dc1,1,unique_alias
人間,人间,ent_20b55f8f96b8,1,unique_alias
人间,人间,ent_20b55f8f96b8,1,unique_alias
人間萬事,人间万事,ent_19314c93938b,1,unique_alias
人间万事,人间万事,ent_19314c93938b,1,unique_alias
人間佛國,人间佛国,ent_cf7f5f508f5d,1,unique_alias
人间佛国,人间佛国,ent_cf7f5f508f5d,1,unique_alias
人間佛教,人间佛教,ent_a6b94c65c717,2,ambiguous_alias
人间佛教,人间佛教,ent_a6b94c65c717,2,ambiguous_alias
人间佛教,人间佛教,ent_7ce5a16d7d24,2,ambiguous_alias
人間佛教學,人间佛教学,ent_2f2ff2259451,1,unique_alias
人间佛教学,人间佛教学,ent_2f2ff2259451,1,unique_alias
人間佛教學報,人间佛教学报,ent_cc69a8d8f4d5,1,unique_alias
人间佛教学报,人间佛教学报,ent_cc69a8d8f4d5,1,unique_alias
人間佛教實踐,人间佛教实践,ent_61c9761d548e,1,unique_alias
人间佛教实践,人间佛教实践,ent_61c9761d548e,1,unique_alias
人間佛教思想,人间佛教思想,ent_b2fed7536a6c,1,unique_alias
人间佛教思想,人间佛教思想,ent_b2fed7536a6c,1,unique_alias
人間佛教月刊,人间佛教月刊,ent_8f2b2c0c55b8,1,unique_alias
人間佛教活動,人间佛教活动,ent_2f8e1435dbb7,1,unique_alias
人間佛教理論,人间佛教理论,ent_4583da66e037,1,unique_alias
人间佛教理论,人间佛教理论,ent_4583da66e037,1,unique_alias
人間佛教研究,人间佛教研究,ent_a0b5c8e15d16,1,unique_alias
人间佛教研究,人间佛教研究,ent_a0b5c8e15d16,1,unique_alias
人間佛教研究院,人间佛教研究院,ent_fe09c0b880b0,1,unique_alias
人间佛教研究院,人间佛教研究院,ent_fe09c0b880b0,1,unique_alias
人間佛教論文集,人间佛教论文集,ent_538e7209a92f,1,unique_alias
人间佛教论文集,人间佛教论文集,ent_538e7209a92f,1,unique_alias
人間佛教讀書會,人间佛教读书会,ent_a8503fbb207c,1,unique_alias
人間佛教讀書會總部,人间佛教读书会总部,ent_a7156f1e6183,1,unique_alias
人間佛教道場,人间佛教道场,ent_ce87977822de,1,unique_alias
人間修行,人间修行,ent_68220a220857,1,unique_alias
人间修行,人间修行,ent_68220a220857,1,unique_alias
人間净土,人间净土,ent_f928e10be115,1,unique_alias
人間淨土,人间净土,ent_f928e10be115,1,unique_alias
人间净土,人间净土,ent_f928e10be115,1,unique_alias
人間衛視,人间卫视,ent_cdf4b06f6ca6,1,unique_alias
人间卫视,人间卫视,ent_cdf4b06f6ca6,1,unique_alias
人間大學,人间大学,ent_acdd9e018bf5,1,unique_alias
人间大学,人间大学,ent_acdd9e018bf5,1,unique_alias
人間生活,人间生活,ent_5c80b49a5514,1,unique_alias
人间生活,人间生活,ent_5c80b49a5514,1,unique_alias
人間界,人间界,ent_c038aacf47b0,1,unique_alias
人间界,人间界,ent_c038aacf47b0,1,unique_alias
人間福報,人间福报,ent_40bbfde3f6f6,1,unique_alias
人间福报,人间福报,ent_40bbfde3f6f6,1,unique_alias
人間菩薩,人间菩萨,ent_3f128aa9bbbb,1,unique_alias
人间菩萨,人间菩萨,ent_3f128aa9bbbb,1,unique_alias
人間行者,人间行者,ent_50dcb7a6f604,1,unique_alias
人间行者,人间行者,ent_50dcb7a6f604,1,unique_alias
人間通訊社,人间通讯社,ent_8ff09f5ed1ee,1,unique_alias
人间通讯社,人间通讯社,ent_8ff09f5ed1ee,1,unique_alias
人間音緣,人间音缘,ent_64f2c8d92cc9,2,ambiguous_alias
人间音缘,人间音缘,ent_64f2c8d92cc9,2,ambiguous_alias
人间音缘,人间音缘,ent_74c9507031f4,2,ambiguous_alias
人雄师子,人雄师子,ent_89bd34e537a4,1,unique_alias
人雄師子,人雄师子,ent_89bd34e537a4,1,unique_alias
人非人,人非人,ent_825dd8da7fec,1,unique_alias
亿法明门,亿法明门,ent_c848a135ad89,1,unique_alias
億法明門,亿法明门,ent_c848a135ad89,1,unique_alias
什肇,什肇,ent_04c0882822d5,1,unique_alias
仁体,仁体,ent_cdbffd113caf,1,unique_alias
仁體,仁体,ent_cdbffd113caf,1,unique_alias
仁嘉隆,仁嘉隆,ent_8648e0282536,1,unique_alias
仁塔,仁塔,ent_31bdcbfea247,1,unique_alias
仁尊,仁尊,ent_491e3f2b90ea,1,unique_alias
仁山法师,仁山法师,ent_c454795d3185,1,unique_alias
